"USER_ID";"BLOCK";"TRIAL";"GROUP_COUNT";"GRAPH_SIZE";"VISUAL_VARIABLE";"NUMBER_OF_GROUPS";"NUMBER_OF_NODES";"NUMBER_OF_EDGES";"MISLABELED_EDGES";"NUMBER_MISLABELED_EDGES";"NUMBER_GROUPS_FOUND_FIRST_STEP";"NUMBER_GROUPS_FOUND_SECOND_STEP";"HIT_FIRST_STEP";"HIT_SECOND_STEP";"PERCENT_EDGES_WRONG_PLACEMENT";"TIME_COUNTING_GROUPS";"TIME_CLASSIFYING_GROUPS";"DATABASE_GROUP";"USER_GROUP";"SIMILARITY_ARRAY";"G1";"G2";"G3";"G4";"G5";"G6";"BRUT_DATA"
"0";"0";"0";"Medium";"Low";"CrossingSpeedFrequency";"4";"8";"7";"";"0";"5";"4";"false";"true";"0";"41.496";"158.863";"[{""edges"":[0,4],""pattern"":""1""},{""edges"":[1,5],""pattern"":""1.9""},{""edges"":[2,6],""pattern"":""3.61""},{""edges"":[3],""pattern"":""6.86""}]";"[{""edges"":[0,4]},{""edges"":[1,5]},{""edges"":[2,6]},{""edges"":[3]}]";"[[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1]]";"1";"1";"1";"1";"-Infinity";"-Infinity";"{""links"":[{""id"":""0"",""source"":{""x"":""-8.694879915768077"",""y"":""-43.10135339633885"",""fixed"":""true"",""index"":""0"",""weight"":""3"",""px"":""-8.694879915768077"",""py"":""-43.10135339633885""},""target"":{""x"":""-109.035897726237"",""y"":""-20.893905536443295"",""fixed"":""true"",""index"":""1"",""weight"":""2"",""px"":""-109.035897726237"",""py"":""-20.893905536443295""},""frequency"":""2"",""speed"":""1"",""temporal"":[""0""],""rank"":[""0""]},{""id"":""1"",""source"":{""x"":""-8.694879915768077"",""y"":""-43.10135339633885"",""fixed"":""true"",""index"":""0"",""weight"":""3"",""px"":""-8.694879915768077"",""py"":""-43.10135339633885""},""target"":{""x"":""69.26737515703859"",""y"":""26.741670381447225"",""fixed"":""true"",""index"":""2"",""weight"":""3"",""px"":""69.26737515703859"",""py"":""26.741670381447225""},""frequency"":""1.0526315789473684"",""speed"":""1.9"",""temporal"":[""0.1""],""rank"":[""1""]},{""id"":""2"",""source"":{""x"":""-8.694879915768077"",""y"":""-43.10135339633885"",""fixed"":""true"",""index"":""0"",""weight"":""3"",""px"":""-8.694879915768077"",""py"":""-43.10135339633885""},""target"":{""x"":""3.8950945778043216"",""y"":""-144.98972007782615"",""fixed"":""true"",""index"":""5"",""weight"":""2"",""px"":""3.8950945778043216"",""py"":""-144.98972007782615""},""frequency"":""0.554016620498615"",""speed"":""3.61"",""temporal"":[""0.2""],""rank"":[""2""]},{""id"":""3"",""source"":{""x"":""-109.035897726237"",""y"":""-20.893905536443295"",""fixed"":""true"",""index"":""1"",""weight"":""2"",""px"":""-109.035897726237"",""py"":""-20.893905536443295""},""target"":{""x"":""-203.52656136713054"",""y"":""-1.4723403439895648"",""fixed"":""true"",""index"":""4"",""weight"":""1"",""px"":""-203.52656136713054"",""py"":""-1.4723403439895648""},""frequency"":""0.29154518950437314"",""speed"":""6.86"",""temporal"":[""0.3""],""rank"":[""3""]},{""id"":""4"",""source"":{""x"":""69.26737515703859"",""y"":""26.741670381447225"",""fixed"":""true"",""index"":""2"",""weight"":""3"",""px"":""69.26737515703859"",""py"":""26.741670381447225""},""target"":{""x"":""72.22230388607439"",""y"":""127.19957475502115"",""fixed"":""true"",""index"":""3"",""weight"":""1"",""px"":""72.22230388607439"",""py"":""127.19957475502115""},""frequency"":""2"",""speed"":""1"",""temporal"":[""0.4""],""rank"":[""0""]},{""id"":""5"",""source"":{""x"":""69.26737515703859"",""y"":""26.741670381447225"",""fixed"":""true"",""index"":""2"",""weight"":""3"",""px"":""69.26737515703859"",""py"":""26.741670381447225""},""target"":{""x"":""169.67616538022963"",""y"":""20.2361323952277"",""fixed"":""true"",""index"":""7"",""weight"":""1"",""px"":""169.67616538022963"",""py"":""20.2361323952277""},""frequency"":""1.0526315789473684"",""speed"":""1.9"",""temporal"":[""0.5""],""rank"":[""1""]},{""id"":""6"",""source"":{""x"":""3.8950945778043216"",""y"":""-144.98972007782615"",""fixed"":""true"",""index"":""5"",""weight"":""2"",""px"":""3.8950945778043216"",""py"":""-144.98972007782615""},""target"":{""x"":""14.459097205801706"",""y"":""-240.83968264493328"",""fixed"":""true"",""index"":""6"",""weight"":""1"",""px"":""14.459097205801706"",""py"":""-240.83968264493328""},""frequency"":""0.554016620498615"",""speed"":""3.61"",""temporal"":[""0.6""],""rank"":[""2""]}],""nodes"":[{""x"":""-8.694879915768077"",""y"":""-43.10135339633885"",""fixed"":""true"",""index"":""0"",""weight"":""3"",""px"":""-8.694879915768077"",""py"":""-43.10135339633885""},{""x"":""-109.035897726237"",""y"":""-20.893905536443295"",""fixed"":""true"",""index"":""1"",""weight"":""2"",""px"":""-109.035897726237"",""py"":""-20.893905536443295""},{""x"":""69.26737515703859"",""y"":""26.741670381447225"",""fixed"":""true"",""index"":""2"",""weight"":""3"",""px"":""69.26737515703859"",""py"":""26.741670381447225""},{""x"":""72.22230388607439"",""y"":""127.19957475502115"",""fixed"":""true"",""index"":""3"",""weight"":""1"",""px"":""72.22230388607439"",""py"":""127.19957475502115""},{""x"":""-203.52656136713054"",""y"":""-1.4723403439895648"",""fixed"":""true"",""index"":""4"",""weight"":""1"",""px"":""-203.52656136713054"",""py"":""-1.4723403439895648""},{""x"":""3.8950945778043216"",""y"":""-144.98972007782615"",""fixed"":""true"",""index"":""5"",""weight"":""2"",""px"":""3.8950945778043216"",""py"":""-144.98972007782615""},{""x"":""14.459097205801706"",""y"":""-240.83968264493328"",""fixed"":""true"",""index"":""6"",""weight"":""1"",""px"":""14.459097205801706"",""py"":""-240.83968264493328""},{""x"":""169.67616538022963"",""y"":""20.2361323952277"",""fixed"":""true"",""index"":""7"",""weight"":""1"",""px"":""169.67616538022963"",""py"":""20.2361323952277""}]}"
