participant,trial,practice,speed,delta_var,action,completion_time,edgeA_speed,edgeA_var,edgeB_original_speed,edgeB_speed,edgeB_var,delta_speed,visual_variable
9,0,true,5.358,small,increase,36.646,5.358,12,1.5510000000000002,5.167650000000001,21,3.6166500000000004,width
9,1,true,19.345200000000002,medium,decrease,10.951,19.345200000000002,12,36.755880000000005,26.59965,36.75,10.156229999999999,width
9,2,true,36.755880000000005,high,decrease,11.749,36.755880000000005,12,69.936,59.82813300000001,55.125,10.107867,width
9,3,true,19.345200000000002,same,increase,14.046,19.345200000000002,12,10.1802,20.33643,12,10.15623,width
9,4,false,5.358,medium,decrease,12.747,5.358,12,10.1802,5.8938,36.75,4.2864,width
9,5,false,5.358,medium,increase,17.142,5.358,12,1.5510000000000002,5.3016000000000005,36.75,3.7506,width
9,6,false,19.345200000000002,medium,increase,20.297,19.345200000000002,12,10.1802,19.852800000000002,36.75,9.672600000000001,width
9,7,false,19.345200000000002,medium,decrease,13.724,19.345200000000002,12,36.755880000000005,27.083280000000006,36.75,9.6726,width
9,8,false,19.345200000000002,medium,decrease,10.744,19.345200000000002,12,36.755880000000005,23.21424,36.75,13.541640000000005,width
9,9,false,19.345200000000002,medium,increase,38.449,19.345200000000002,12,10.1802,22.75458,36.75,12.574380000000003,width
9,10,false,36.755880000000005,same,increase,11.215,36.755880000000005,12,19.345200000000002,42.31762500000001,12,22.97242500000001,width
9,11,false,36.755880000000005,same,decrease,10.76,36.755880000000005,12,69.936,35.936811,12,33.99918900000001,width
9,12,false,19.345200000000002,same,decrease,13.323,19.345200000000002,12,36.755880000000005,17.89431,12,18.86157,width
9,13,false,19.345200000000002,same,increase,10.522,19.345200000000002,12,10.1802,20.33643,12,10.15623,width
9,14,false,36.755880000000005,medium,increase,10.995,36.755880000000005,12,19.345200000000002,44.155419,36.75,24.810219000000004,width
9,15,false,36.755880000000005,medium,decrease,7.5,36.755880000000005,12,69.936,55.233648,36.75,14.702351999999998,width
9,16,false,36.755880000000005,same,decrease,10.225,36.755880000000005,12,69.936,44.206884,12,25.729115999999998,width
9,17,false,36.755880000000005,same,increase,10.827,36.755880000000005,12,19.345200000000002,40.479831,12,21.134631,width
9,18,false,19.345200000000002,high,increase,12.568,19.345200000000002,12,10.1802,24.205470000000002,55.125,14.025270000000004,width
9,19,false,19.345200000000002,high,decrease,13.463,19.345200000000002,12,36.755880000000005,26.59965,55.125,10.156229999999999,width
9,20,false,5.358,high,decrease,16.041,5.358,12,10.1802,6.6975,55.125,3.4827,width
9,21,false,5.358,high,increase,10.098,5.358,12,1.5510000000000002,5.167650000000001,55.125,3.6166500000000004,width
9,22,false,19.345200000000002,small,increase,10.76,19.345200000000002,12,10.1802,17.434649999999998,21,7.254450000000002,width
9,23,false,19.345200000000002,small,decrease,15.429,19.345200000000002,12,36.755880000000005,26.59965,21,10.156229999999999,width
9,24,false,19.345200000000002,high,decrease,18.47,19.345200000000002,12,36.755880000000005,29.50143,55.125,7.254449999999999,width
9,25,false,19.345200000000002,high,increase,10.253,19.345200000000002,12,10.1802,22.270950000000003,55.125,12.090750000000005,width
9,26,false,36.755880000000005,small,increase,10.361,36.755880000000005,12,19.345200000000002,40.479831,21,21.134631,width
9,27,false,36.755880000000005,small,decrease,8.772,36.755880000000005,12,69.936,48.801369,21,21.134631,width
9,28,false,5.358,small,decrease,14.631,5.358,12,10.1802,6.295649999999999,21,3.8845500000000004,width
9,29,false,5.358,small,increase,11.409,5.358,12,1.5510000000000002,4.63185,21,3.08085,width
9,30,false,36.755880000000005,high,increase,12.123,36.755880000000005,12,19.345200000000002,41.398728,55.125,22.053528000000007,width
9,31,false,36.755880000000005,high,decrease,17.008,36.755880000000005,12,69.936,47.882472,55.125,22.05352800000001,width
9,32,false,19.345200000000002,same,decrease,14.265,19.345200000000002,12,36.755880000000005,18.377940000000002,12,18.377940000000002,width
9,33,false,19.345200000000002,same,increase,13.172,19.345200000000002,12,10.1802,23.72184,12,13.541640000000005,width
9,34,false,5.358,small,increase,14.241,5.358,12,1.5510000000000002,6.50715,21,4.95615,width
9,35,false,5.358,small,decrease,25.91,5.358,12,10.1802,6.295649999999999,21,3.8845500000000004,width
9,36,false,5.358,same,decrease,9.549,5.358,12,10.1802,6.83145,12,3.34875,width
9,37,false,5.358,same,increase,8.055,5.358,12,1.5510000000000002,5.3016000000000005,12,3.7506,width
9,38,false,36.755880000000005,medium,increase,15.141,36.755880000000005,12,19.345200000000002,53.34438900000001,36.75,33.99918900000001,width
9,39,false,36.755880000000005,medium,decrease,7.809,36.755880000000005,12,69.936,53.395854,36.75,16.540146000000004,width
9,40,false,19.345200000000002,small,decrease,10.477,19.345200000000002,12,36.755880000000005,18.86157,21,17.89431,width
9,41,false,19.345200000000002,small,increase,13.906,19.345200000000002,12,10.1802,26.623620000000003,21,16.44342,width
9,42,false,36.755880000000005,high,increase,23.47,36.755880000000005,12,19.345200000000002,51.506595000000004,55.125,32.161395000000006,width
9,43,false,36.755880000000005,high,decrease,10.064,36.755880000000005,12,69.936,48.801369,55.125,21.134631,width
9,44,false,5.358,medium,decrease,10.405,5.358,12,10.1802,6.429600000000001,36.75,3.7506,width
9,45,false,5.358,medium,increase,6.564,5.358,12,1.5510000000000002,3.82815,36.75,2.2771499999999993,width
9,46,false,5.358,high,increase,13.267,5.358,12,1.5510000000000002,6.1053,55.125,4.5543,width
9,47,false,5.358,high,decrease,13.091,5.358,12,10.1802,6.9654,55.125,3.2148000000000003,width
9,48,false,5.358,same,decrease,13.56,5.358,12,10.1802,6.429600000000001,12,3.7506,width
9,49,false,5.358,same,increase,10.667,5.358,12,1.5510000000000002,5.167650000000001,12,3.6166500000000004,width
9,50,false,36.755880000000005,small,increase,10.859,36.755880000000005,12,19.345200000000002,45.993213,21,26.648013000000006,width
9,51,false,36.755880000000005,small,decrease,30.593,36.755880000000005,12,69.936,35.017914000000005,21,34.918086,width
8,0,true,5.358,small,increase,12.65,5.358,12,1.5510000000000002,1.5510000000000002,21,0,width
8,1,true,19.345200000000002,medium,decrease,12.789,19.345200000000002,12,36.755880000000005,25.148759999999996,36.75,11.607120000000004,width
8,2,true,36.755880000000005,high,decrease,5.645,36.755880000000005,12,69.936,33.18012,55.125,36.755880000000005,width
8,3,true,19.345200000000002,same,increase,5.576,19.345200000000002,12,10.1802,19.852800000000002,12,9.672600000000001,width
8,4,false,36.755880000000005,same,decrease,7.376,36.755880000000005,12,69.936,44.206884,12,25.729115999999998,width
8,5,false,36.755880000000005,same,increase,5.151,36.755880000000005,12,19.345200000000002,38.64203700000001,12,19.296837000000004,width
8,6,false,19.345200000000002,high,increase,4.693,19.345200000000002,12,10.1802,19.36917,55.125,9.188970000000001,width
8,7,false,19.345200000000002,high,decrease,7.882,19.345200000000002,12,36.755880000000005,32.88684,55.125,3.86904,width
8,8,false,5.358,high,decrease,7.583,5.358,12,10.1802,10.1802,55.125,0,width
8,9,false,5.358,high,increase,7.26,5.358,12,1.5510000000000002,5.435549999999999,55.125,3.8845500000000004,width
8,10,false,19.345200000000002,small,increase,5.104,19.345200000000002,12,10.1802,21.303689999999996,21,11.123490000000002,width
8,11,false,19.345200000000002,small,decrease,5.962,19.345200000000002,12,36.755880000000005,26.116020000000002,21,10.639859999999999,width
8,12,false,19.345200000000002,high,decrease,7.294,19.345200000000002,12,36.755880000000005,25.632390000000004,55.125,11.123489999999999,width
8,13,false,19.345200000000002,high,increase,11.715,19.345200000000002,12,10.1802,20.82006,55.125,10.63986,width
8,14,false,36.755880000000005,small,increase,11.868,36.755880000000005,12,19.345200000000002,34.047552,21,14.702352000000003,width
8,15,false,36.755880000000005,small,decrease,9.104,36.755880000000005,12,69.936,45.125781,21,24.810219000000004,width
8,16,false,5.358,small,decrease,11.94,5.358,12,10.1802,8.974649999999999,21,1.2055499999999995,width
8,17,false,5.358,small,increase,6.012,5.358,12,1.5510000000000002,5.167650000000001,21,3.6166500000000004,width
8,18,false,36.755880000000005,high,increase,9.214,36.755880000000005,12,19.345200000000002,39.560934,55.125,20.215734,width
8,19,false,36.755880000000005,high,decrease,6.128,36.755880000000005,12,69.936,52.476957,55.125,17.459043,width
8,20,false,19.345200000000002,same,decrease,9.332,19.345200000000002,12,36.755880000000005,25.632390000000004,12,11.123489999999999,width
8,21,false,19.345200000000002,same,increase,6.225,19.345200000000002,12,10.1802,17.918280000000003,12,7.738080000000001,width
8,22,false,5.358,small,increase,7.652,5.358,12,1.5510000000000002,4.36395,21,2.8129500000000003,width
8,23,false,5.358,small,decrease,9.467,5.358,12,10.1802,8.974649999999999,21,1.2055499999999995,width
8,24,false,5.358,same,decrease,4.45,5.358,12,10.1802,8.304899999999998,12,1.8753,width
8,25,false,5.358,same,increase,6.467,5.358,12,1.5510000000000002,4.4979000000000005,12,2.9469,width
8,26,false,36.755880000000005,medium,increase,9.162,36.755880000000005,12,19.345200000000002,44.155419,36.75,24.810219000000004,width
8,27,false,36.755880000000005,medium,decrease,6.741,36.755880000000005,12,69.936,48.801369,36.75,21.134631,width
8,28,false,19.345200000000002,small,decrease,5.767,19.345200000000002,12,36.755880000000005,23.69787,21,13.05801,width
8,29,false,19.345200000000002,small,increase,13.403,19.345200000000002,12,10.1802,21.787320000000005,21,11.607120000000004,width
8,30,false,36.755880000000005,high,increase,6.206,36.755880000000005,12,19.345200000000002,46.912110000000006,55.125,27.566910000000004,width
8,31,false,36.755880000000005,high,decrease,9.742,36.755880000000005,12,69.936,48.801369,55.125,21.134631,width
