participant,trial,practice,speed,delta_var,action,completion_time,edgeA_speed,edgeA_var,edgeB_original_speed,edgeB_speed,edgeB_var,delta_speed,visual_variable
7,0,true,5.358,small,increase,19.336,5.358,#00caff,1.5510000000000002,4.89975,#e0b500,3.34875,chroma
7,1,true,19.345200000000002,medium,decrease,35.665,19.345200000000002,#00caff,36.755880000000005,20.31246,#ff00be,16.44342,chroma
7,2,true,36.755880000000005,high,decrease,34.005,36.755880000000005,#00caff,69.936,39.612399,#00e6b6,30.323601000000004,chroma
7,3,true,19.345200000000002,same,increase,33.591,19.345200000000002,#00caff,10.1802,17.434649999999998,#00caff,7.254450000000002,chroma
7,4,false,36.755880000000005,high,decrease,29.17,36.755880000000005,#00caff,69.936,45.125781,#00e6b6,24.810219000000004,chroma
7,5,false,36.755880000000005,high,increase,37.859,36.755880000000005,#00caff,19.345200000000002,30.371964000000002,#00e6b6,11.026764000000004,chroma
7,6,false,5.358,medium,increase,48.8,5.358,#00caff,1.5510000000000002,5.971350000000001,#ff00be,4.420350000000001,chroma
7,7,false,5.358,medium,decrease,16.428,5.358,#00caff,10.1802,8.304899999999998,#ff00be,1.8753,chroma
7,8,false,5.358,high,decrease,26.76,5.358,#00caff,10.1802,6.429600000000001,#00e6b6,3.7506,chroma
7,9,false,5.358,high,increase,51.618,5.358,#00caff,1.5510000000000002,7.444799999999999,#00e6b6,5.8938,chroma
7,10,false,5.358,same,increase,28.404,5.358,#00caff,1.5510000000000002,8.114550000000001,#00caff,6.563550000000001,chroma
7,11,false,5.358,same,decrease,31.825,5.358,#00caff,10.1802,6.161699999999999,#00caff,4.0185,chroma
7,12,false,36.755880000000005,small,decrease,17.305,36.755880000000005,#00caff,69.936,34.099016999999996,#e0b500,35.836983000000004,chroma
7,13,false,36.755880000000005,small,increase,28.082,36.755880000000005,#00caff,19.345200000000002,29.453067,#e0b500,10.107866999999999,chroma
7,14,false,5.358,medium,increase,25.508,5.358,#00caff,1.5510000000000002,6.909000000000001,#ff00be,5.3580000000000005,chroma
7,15,false,5.358,medium,decrease,30.521,5.358,#00caff,10.1802,7.5012,#ff00be,2.6789999999999994,chroma
7,16,false,19.345200000000002,medium,decrease,30.8,19.345200000000002,#00caff,36.755880000000005,15.95979,#ff00be,20.79609,chroma
7,17,false,19.345200000000002,medium,increase,14.086,19.345200000000002,#00caff,10.1802,21.303689999999996,#ff00be,11.123490000000002,chroma
7,18,false,19.345200000000002,medium,increase,12.874,19.345200000000002,#00caff,10.1802,22.270950000000003,#ff00be,12.090750000000005,chroma
7,19,false,19.345200000000002,medium,decrease,37.056,19.345200000000002,#00caff,36.755880000000005,20.31246,#ff00be,16.44342,chroma
