participant,trial,practice,speed,delta_var,action,completion_time,edgeA_speed,edgeA_var,edgeB_original_speed,edgeB_speed,edgeB_var,delta_speed,visual_variable
1,0,true,5.358,small,increase,43.982,5.358,12,1.5510000000000002,4.09605,21,2.5450500000000007,width
1,1,true,19.345200000000002,medium,decrease,37.772,19.345200000000002,12,36.755880000000005,21.27972,36.75,15.476160000000002,width
1,2,true,36.755880000000005,high,decrease,26.105,36.755880000000005,12,69.936,64.422618,55.125,5.5133820000000044,width
1,3,true,19.345200000000002,same,increase,16.713,19.345200000000002,12,10.1802,14.53287,12,4.352670000000001,width
1,4,false,36.755880000000005,medium,decrease,20.882,36.755880000000005,12,69.936,46.044678000000005,36.75,23.891322000000006,width
1,5,false,36.755880000000005,medium,increase,22.198,36.755880000000005,12,19.345200000000002,49.668801,36.75,30.323601000000004,width
1,6,false,36.755880000000005,same,increase,37.933,36.755880000000005,12,19.345200000000002,33.128655,12,13.783454999999998,width
1,7,false,36.755880000000005,same,decrease,30.981,36.755880000000005,12,69.936,30.423429000000002,12,39.51257100000001,width
1,8,false,19.345200000000002,high,decrease,19.92,19.345200000000002,12,36.755880000000005,30.468689999999995,55.125,6.287189999999999,width
1,9,false,19.345200000000002,high,increase,20.93,19.345200000000002,12,10.1802,13.081980000000001,55.125,2.901780000000001,width
1,10,false,5.358,high,increase,32.14,5.358,12,1.5510000000000002,3.4263000000000003,55.125,1.8753,width
1,11,false,5.358,high,decrease,19.185,5.358,12,10.1802,10.1802,55.125,0,width
1,12,false,19.345200000000002,small,decrease,32.068,19.345200000000002,12,36.755880000000005,33.854099999999995,21,2.90178,width
1,13,false,19.345200000000002,small,increase,28.676,19.345200000000002,12,10.1802,22.75458,21,12.574380000000003,width
1,14,false,19.345200000000002,high,increase,27.703,19.345200000000002,12,10.1802,18.40191,55.125,8.22171,width
1,15,false,19.345200000000002,high,decrease,36.159,19.345200000000002,12,36.755880000000005,27.566910000000004,55.125,9.18897,width
1,16,false,36.755880000000005,small,decrease,32.383,36.755880000000005,12,69.936,46.96357500000001,21,22.972424999999994,width
1,17,false,36.755880000000005,small,increase,30.129,36.755880000000005,12,19.345200000000002,42.31762500000001,21,22.97242500000001,width
1,18,false,5.358,small,increase,40.238,5.358,12,1.5510000000000002,4.23,21,2.679,width
1,19,false,5.358,small,decrease,16.655,5.358,12,10.1802,6.563549999999999,21,3.616650000000001,width
1,20,false,36.755880000000005,high,decrease,19.735,36.755880000000005,12,69.936,45.125781,55.125,24.810219000000004,width
1,21,false,36.755880000000005,high,increase,36.757,36.755880000000005,12,19.345200000000002,34.966449000000004,55.125,15.621249000000002,width
1,22,false,19.345200000000002,same,increase,26.626,19.345200000000002,12,10.1802,17.434649999999998,12,7.254450000000002,width
1,23,false,19.345200000000002,same,decrease,28.194,19.345200000000002,12,36.755880000000005,24.181499999999996,12,12.574380000000003,width
1,24,false,5.358,small,decrease,42.547,5.358,12,10.1802,6.027750000000001,21,4.152449999999999,width
1,25,false,5.358,small,increase,25.732,5.358,12,1.5510000000000002,3.0244500000000003,21,1.47345,width
1,26,false,5.358,same,increase,30.747,5.358,12,1.5510000000000002,3.9621,12,2.4111,width
1,27,false,5.358,same,decrease,45.942,5.358,12,10.1802,4.8222,12,5.358,width
1,28,false,36.755880000000005,medium,decrease,14.988,36.755880000000005,12,69.936,36.855708,36.75,33.080292,width
1,29,false,36.755880000000005,medium,increase,17.405,36.755880000000005,12,19.345200000000002,34.966449000000004,36.75,15.621249000000002,width
1,30,false,19.345200000000002,small,increase,34.931,19.345200000000002,12,10.1802,21.787320000000005,21,11.607120000000004,width
1,31,false,19.345200000000002,small,decrease,18.036,19.345200000000002,12,36.755880000000005,20.31246,21,16.44342,width
1,32,false,36.755880000000005,high,decrease,15.726,36.755880000000005,12,69.936,38.693501999999995,55.125,31.242498,width
1,33,false,36.755880000000005,high,increase,19.111,36.755880000000005,12,19.345200000000002,33.128655,55.125,13.783454999999998,width
1,34,false,5.358,medium,increase,27.417,5.358,12,1.5510000000000002,3.0244500000000003,36.75,1.47345,width
1,35,false,5.358,medium,decrease,27.614,5.358,12,10.1802,8.8407,36.75,1.3395000000000001,width
1,36,false,5.358,high,decrease,25.613,5.358,12,10.1802,7.635150000000001,55.125,2.54505,width
1,37,false,5.358,high,increase,32.155,5.358,12,1.5510000000000002,4.23,55.125,2.679,width
1,38,false,5.358,same,increase,51.476,5.358,12,1.5510000000000002,4.23,12,2.679,width
1,39,false,5.358,same,decrease,47.598,5.358,12,10.1802,6.027750000000001,12,4.152449999999999,width
1,40,false,36.755880000000005,small,decrease,16.598,36.755880000000005,12,69.936,46.96357500000001,21,22.972424999999994,width
1,41,false,36.755880000000005,small,increase,26.557,36.755880000000005,12,19.345200000000002,39.560934,21,20.215734,width
1,42,false,5.358,medium,increase,47.558,5.358,12,1.5510000000000002,5.3016000000000005,36.75,3.7506,width
1,43,false,5.358,medium,decrease,31.942,5.358,12,10.1802,5.759849999999999,36.75,4.420350000000001,width
1,44,false,19.345200000000002,medium,decrease,21.437,19.345200000000002,12,36.755880000000005,20.31246,36.75,16.44342,width
1,45,false,19.345200000000002,medium,increase,31.229,19.345200000000002,12,10.1802,23.238210000000002,36.75,13.058010000000003,width
1,46,false,19.345200000000002,medium,increase,23.185,19.345200000000002,12,10.1802,19.36917,36.75,9.188970000000001,width
1,47,false,19.345200000000002,medium,decrease,26.118,19.345200000000002,12,36.755880000000005,19.345200000000002,36.75,17.410680000000003,width
1,48,false,36.755880000000005,same,decrease,40.453,36.755880000000005,12,69.936,30.423429000000002,12,39.51257100000001,width
1,49,false,36.755880000000005,same,increase,36.452,36.755880000000005,12,19.345200000000002,34.966449000000004,12,15.621249000000002,width
1,50,false,19.345200000000002,same,increase,24.435,19.345200000000002,12,10.1802,14.53287,12,4.352670000000001,width
1,51,false,19.345200000000002,same,decrease,23.015,19.345200000000002,12,36.755880000000005,22.246980000000004,12,14.508900000000004,width
