participant,trial,practice,speed,delta_var,action,completion_time,edgeA_speed,edgeA_var,edgeB_original_speed,edgeB_speed,edgeB_var,delta_speed
14,0,true,5.358,small,increase,25.902,5.358,#00caff,1.5510000000000002,2.8904999999999994,#e0b500,1.3394999999999997
14,1,true,19.345200000000002,medium,decrease,9.942,19.345200000000002,#00caff,36.755880000000005,19.82883,#ff00be,16.927049999999998
14,2,true,36.755880000000005,high,decrease,9.632,36.755880000000005,#00caff,69.936,36.855708,#00e6b6,33.080292
14,3,true,19.345200000000002,same,increase,10.006,19.345200000000002,#00caff,10.1802,15.983760000000002,#00caff,5.803560000000001
14,4,false,19.345200000000002,same,decrease,26.925,19.345200000000002,#00caff,36.755880000000005,20.31246,#00caff,16.44342
14,5,false,19.345200000000002,same,increase,10.944,19.345200000000002,#00caff,10.1802,17.434649999999998,#00caff,7.254450000000002
14,6,false,36.755880000000005,medium,increase,12.006,36.755880000000005,#00caff,19.345200000000002,30.371964000000002,#ff00be,11.026764000000004
14,7,false,36.755880000000005,medium,decrease,15.014,36.755880000000005,#00caff,69.936,35.017914000000005,#ff00be,34.918086
14,8,false,36.755880000000005,same,decrease,22.52,36.755880000000005,#00caff,69.936,46.96357500000001,#00caff,22.972424999999994
14,9,false,36.755880000000005,same,increase,12.332,36.755880000000005,#00caff,19.345200000000002,39.560934,#00caff,20.215734
14,10,false,19.345200000000002,high,increase,14.636,19.345200000000002,#00caff,10.1802,20.33643,#00e6b6,10.15623
14,11,false,19.345200000000002,high,decrease,21.013,19.345200000000002,#00caff,36.755880000000005,19.345200000000002,#00e6b6,17.410680000000003
14,12,false,5.358,high,decrease,30.283,5.358,#00caff,10.1802,8.036999999999999,#00e6b6,2.1432000000000007
14,13,false,5.358,high,increase,9.634,5.358,#00caff,1.5510000000000002,7.712700000000002,#00e6b6,6.1617000000000015
14,14,false,19.345200000000002,small,increase,14.644,19.345200000000002,#00caff,10.1802,19.36917,#e0b500,9.188970000000001
14,15,false,19.345200000000002,small,decrease,17.462,19.345200000000002,#00caff,36.755880000000005,15.95979,#e0b500,20.79609
14,16,false,19.345200000000002,high,decrease,24.633,19.345200000000002,#00caff,36.755880000000005,15.476160000000002,#00e6b6,21.27972
14,17,false,19.345200000000002,high,increase,10.463,19.345200000000002,#00caff,10.1802,18.40191,#00e6b6,8.22171
14,18,false,36.755880000000005,small,increase,9.526,36.755880000000005,#00caff,19.345200000000002,34.966449000000004,#e0b500,15.621249000000002
14,19,false,36.755880000000005,small,decrease,15.703,36.755880000000005,#00caff,69.936,54.31475100000001,#e0b500,15.621248999999995
14,20,false,5.358,small,decrease,10.912,5.358,#00caff,10.1802,6.9654,#e0b500,3.2148000000000003
14,21,false,5.358,small,increase,13.691,5.358,#00caff,1.5510000000000002,2.8904999999999994,#e0b500,1.3394999999999997
14,22,false,36.755880000000005,high,increase,13.374,36.755880000000005,#00caff,19.345200000000002,26.696376000000004,#00e6b6,7.3511760000000015
14,23,false,36.755880000000005,high,decrease,22.537,36.755880000000005,#00caff,69.936,34.099016999999996,#00e6b6,35.836983000000004
14,24,false,19.345200000000002,same,decrease,6.276,19.345200000000002,#00caff,36.755880000000005,20.31246,#00caff,16.44342
14,25,false,19.345200000000002,same,increase,7.071,19.345200000000002,#00caff,10.1802,19.36917,#00caff,9.188970000000001
14,26,false,5.358,small,increase,8.393,5.358,#00caff,1.5510000000000002,4.89975,#e0b500,3.34875
14,27,false,5.358,small,decrease,8.455,5.358,#00caff,10.1802,9.3765,#e0b500,0.8037000000000003
14,28,false,5.358,same,decrease,8.498,5.358,#00caff,10.1802,8.304899999999998,#00caff,1.8753
14,29,false,5.358,same,increase,11.266,5.358,#00caff,1.5510000000000002,6.1053,#00caff,4.5543
14,30,false,36.755880000000005,medium,increase,11.165,36.755880000000005,#00caff,19.345200000000002,26.696376000000004,#ff00be,7.3511760000000015
14,31,false,36.755880000000005,medium,decrease,9.617,36.755880000000005,#00caff,69.936,39.612399,#ff00be,30.323601000000004
14,32,false,19.345200000000002,small,decrease,9.948,19.345200000000002,#00caff,36.755880000000005,18.86157,#e0b500,17.89431
14,33,false,19.345200000000002,small,increase,6.313,19.345200000000002,#00caff,10.1802,22.75458,#e0b500,12.574380000000003
14,34,false,36.755880000000005,high,increase,9.118,36.755880000000005,#00caff,19.345200000000002,31.290861,#00e6b6,11.945661000000003
14,35,false,36.755880000000005,high,decrease,9.564,36.755880000000005,#00caff,69.936,33.18012,#00e6b6,36.755880000000005
14,36,false,5.358,medium,decrease,5.853,5.358,#00caff,10.1802,7.769100000000001,#ff00be,2.4111
14,37,false,5.358,medium,increase,9.497,5.358,#00caff,1.5510000000000002,5.0337000000000005,#ff00be,3.4827
14,38,false,5.358,high,increase,14.206,5.358,#00caff,1.5510000000000002,6.77505,#00e6b6,5.22405
14,39,false,5.358,high,decrease,10.779,5.358,#00caff,10.1802,7.903049999999999,#00e6b6,2.2771500000000002
14,40,false,5.358,same,decrease,10.935,5.358,#00caff,10.1802,9.510449999999999,#00caff,0.6697499999999995
14,41,false,5.358,same,increase,16.913,5.358,#00caff,1.5510000000000002,6.239250000000001,#00caff,4.68825
14,42,false,36.755880000000005,small,increase,9.224,36.755880000000005,#00caff,19.345200000000002,39.560934,#e0b500,20.215734
14,43,false,36.755880000000005,small,decrease,11.205,36.755880000000005,#00caff,69.936,45.125781,#e0b500,24.810219000000004
14,44,false,5.358,medium,decrease,14.09,5.358,#00caff,10.1802,7.367249999999999,#ff00be,2.8129500000000003
14,45,false,5.358,medium,increase,8.209,5.358,#00caff,1.5510000000000002,6.239250000000001,#ff00be,4.68825
14,46,false,19.345200000000002,medium,increase,11.373,19.345200000000002,#00caff,10.1802,16.95102,#ff00be,6.770820000000001
14,47,false,19.345200000000002,medium,decrease,11.546,19.345200000000002,#00caff,36.755880000000005,29.01780000000001,#ff00be,7.73808
14,48,false,19.345200000000002,medium,decrease,11.374,19.345200000000002,#00caff,36.755880000000005,30.952320000000004,#ff00be,5.80356
14,49,false,19.345200000000002,medium,increase,10.948,19.345200000000002,#00caff,10.1802,16.46739,#ff00be,6.287190000000002
14,50,false,36.755880000000005,same,increase,10.615,36.755880000000005,#00caff,19.345200000000002,39.560934,#00caff,20.215734
14,51,false,36.755880000000005,same,decrease,17.653,36.755880000000005,#00caff,69.936,43.287987,#00caff,26.648013000000002
